#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Водоотведение	Теплоснабжение	Холодное водоснабжение	Несущие стены	Перекрытия
168	ул. Школьная, д. 31, Лабытнанги	1986	Нет	1	2	747.20	жилой дом	Многоквартирный дом	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Водоотведение	Теплоснабжение	Холодное водоснабжение	Несущие стены	Перекрытия
169	ул. Автострадная, д. 22а, Лабытнанги	1990	Не имеется	Нет	8	Не присвоен	1	2	2	431.15	0.00	74.80	1 250.00	0.00	жилой дом	Не имеется	Не определен	Многоквартирный дом	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
170	пр-кт. Мира, д. 6, стр. 1, Ноябрьск	1988	Нет	6	5	4 433.10	0.00	5 803.00	94-БАМ	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	1 149.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
171	пр-кт. Мира, д. 46, Ноябрьск	1983	Нет	4	5	2 955.30	0.00	2 876.00	94-БАМ	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	688.05	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
172	ул. Советская, д. 8А, Ноябрьск	1980	Нет	3	2	749.10	0.00	2 233.00	Деревянный брусчатый	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
173	ул. Советская, д. 12А, Ноябрьск	1987	Нет	3	2	721.20	0.00	2 680.00	брусовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	568.60	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
174	ул. Советская, д. 24А, Ноябрьск	1982	Нет	1	2	291.40	0.00	1 077.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
175	ул. Советская, д. 30Б, Ноябрьск	1983	Нет	2	2	890.40	0.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
176	ул. Дзержинского, д. 31, Ноябрьск	1984	Не имеется	Нет	30	C	2	5	1	1 476.10	0.00	162.80	1 238.00	0.00	94-БАМ	Не имеется	Не определен	Многоквартирный дом	1	Приточная вентиляция	Центральное	Смешанные	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	344.07	Плоская	Отсутствует	Железобетонные	Сайдинг	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
177	ул. Магистральная, д. 5, стр. 1, Ноябрьск	1985	Да	2	2	900.90	174.10	2 299.00	111-115-93	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	667.60	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Перекрытия	Фасад	Фундамент
178	ул. Магистральная, д. 7, Ноябрьск	1988	Не имеется	Нет	8	Не присвоен	2	2	1	493.00	54.70	54.70	1 978.00	0.00	116-115-58	Не имеется	Не определен	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Пожарные гидранты	Центральное	Центральное	Центральное	Деревянные	Скатная	Деревянные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
179	ул. Магистральная, д. 9, Ноябрьск	1987	Нет	3	2	811.10	82.20	2 320.00	кпд	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	593.20	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
180	ул. Магистральная, д. 11, Ноябрьск	1986	Нет	2	2	900.20	175.90	2 143.00	деревянный щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	593.50	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
181	ул. Магистральная, д. 13, Ноябрьск	1983	Нет	2	2	899.80	0.00	2 048.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	593.00	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
182	ул. Магистральная, д. 21А, Ноябрьск	1988	Нет	2	2	771.20	0.00	2 184.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	593.50	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
183	ул. Магистральная, д. 22, стр. 1, Ноябрьск	1989	Да	2	2	893.60	0.00	1 935.00	Деревянный щитовой	Многоквартирный дом	1	Автономное	Отсутствует	Центральное	Центральное	Центральное	Деревянные	527.40	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
184	ул. Республики, д. 36, Ноябрьск	1981	Нет	2	2	905.30	0.00	2 420.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
185	ул. Республики, д. 48, Ноябрьск	1984	Нет	2	2	898.00	0.00	2 661.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	667.00	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
186	ул. Энтузиастов, д. 47, Ноябрьск	1988	Не имеется	Нет	24	Не присвоен	3	2	2	498.60	459.20	141.20	209.50	0.00	2/3-24	Не имеется	На счете регионального оператора	Многоквартирный дом	Крыльца	Деревянные	651.70	Плоская	Отсутствует	Деревянные	Иной	Свайный	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
187	ул. Энтузиастов, д. 47А, Ноябрьск	1988	Не имеется	Нет	отсутствуют	24	Не присвоен	3	2	2	499.90	465.90	144.70	2 128.36	0.00	2/3-24	Не имеется	Не определен	Многоквартирный дом	Крыльца	Деревянные	651.70	Плоская	Отсутствует	Деревянные	Иной	Иной	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
188	ул. Энтузиастов, д. 47Б, Ноябрьск	1988	Не имеется	Нет	24	Не присвоен	3	2	2	499.80	462.90	136.90	1 848.00	0.00	2/3-24	Не имеется	Многоквартирный дом	Крыльца	Деревянные	455.00	Плоская	Отсутствует	Деревянные	Иной	Свайный	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
189	ул. Энтузиастов, д. 49, Ноябрьск	1988	Не имеется	Нет	24	Не присвоен	3	2	2	968.70	0.00	146.00	1 935.00	0.00	2/3-24	Не имеется	Многоквартирный дом	Крыльца	Деревянные	455.80	Плоская	Отсутствует	Деревянные	Иной	Свайный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
190	ул. Энтузиастов, д. 51, Ноябрьск	1988	Не имеется	Нет	24	Не присвоен	3	2	2	499.00	463.40	141.80	2 089.00	0.00	2/3-24	Не имеется	На счете регионального оператора	Многоквартирный дом	Крыльца	Деревянные	455.60	Плоская	Отсутствует	Деревянные	Иной	Свайный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
191	ул. Энтузиастов, д. 51А, Ноябрьск	1988	Не имеется	Нет	24	Не присвоен	3	2	2	502.90	466.10	145.90	1 962.00	0.00	2/3-24	Не имеется	На счете регионального оператора	Многоквартирный дом	Крыльца	Деревянные	650.20	Плоская	Отсутствует	Деревянные	Иной	Свайный	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
192	ул. Энтузиастов, д. 51Б, Ноябрьск	1988	Не имеется	Нет	24	Не присвоен	3	2	2	499.60	468.20	118.60	2 215.00	0.00	2/3-24	Не имеется	На счете регионального оператора	Многоквартирный дом	Крыльца	Деревянные	650.20	Плоская	Отсутствует	Деревянные	Иной	Свайный	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
193	ул. Новоселов, д. 3, Ноябрьск	1983	Нет	2	2	898.10	0.00	3 942.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	593.50	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
194	ул. Новоселов, д. 5А, Ноябрьск	1981	Да	3	2	719.90	0.00	брусовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	565.40	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
195	ул. Новоселов, д. 7, Ноябрьск	1983	Нет	2	2	901.10	0.00	2 222.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	667.00	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
196	ул. Новоселов, д. 7А, Ноябрьск	1982	Да	3	2	741.70	0.00	2 030.00	брусовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	2 037.00	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
197	ул. Новоселов, д. 7Г, Ноябрьск	1986	Нет	2	2	499.70	0.00	2 100.00	брусовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	565.40	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
198	ул. Школьная, д. 9, Ноябрьск	1984	Нет	3	2	725.50	0.00	3 241.00	брусовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	530.70	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
199	ул. Школьная, д. 17, Ноябрьск	1986	Нет	1	2	472.80	0.00	1 611.00	щитовой	Многоквартирный дом	1	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь парковки м2	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия	Фундамент
200	ул. Изыскателей, д. 13В, Ноябрьск	2011	Не имеется	Нет	54	Не присвоен	4	3	1	3 126.30	0.00	632.60	0.00	Не имеется	На счете регионального оператора	Многоквартирный дом	Центральное	Центральное (закрытая система)	Центральное	Центральное	Панельные	1 198.80	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
