#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
56	р-н. Анадырский, п. Угольные Копи, ул. Портовая, д. 10	1993	Нет	нет	35	2	5	5	1	1 922.70	169.70	276.90	2 156.00	жилое	На счете регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
57	р-н. Анадырский, п. Угольные Копи, ул. Портовая, д. 12	1981	Нет	нет	19	2	5	5	1	1 955.30	7.80	205.10	2 580.00	жилое	На счете регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
58	р-н. Анадырский, п. Угольные Копи, ул. Портовая, д. 14	1984	Нет	нет	34	2	5	5	1	1 668.50	254.60	229.40	1 711.00	жилое	На счете регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
59	р-н. Анадырский, п. Угольные Копи, ул. Портовая, д. 16	1989	Нет	нет	34	2	5	5	1 900.00	101.50	239.30	812.00	жилое	На счете регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
60	ул. Угольная, д. 11, Угольные Копи	1984	Нет	33	Не присвоен	2	5	5	15	1 658.70	77.20	972.80	1 957.20	Арктика, ж/б панели	На счете регионального оператора	Многоквартирный дом	1	50.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фундамент
61	ул. Куваева, д. 13, Певек	1992	Не имеется	Нет	3	5	1	3 688.80	11.90	427.30	жилое	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
62	ул. Куваева, д. 13/2, Певек	1998	Не имеется	Нет	2	5	2 467.40	7.10	281.20	жилое	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
63	ул. Куваева, д. 13/3, Певек	1997	Не имеется	Нет	1	5	773.80	16.30	114.40	жилое	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия
64	ул. Куваева, д. 43, Певек	1987	Не имеется	Нет	2	5	1 929.90	5.80	220.70	жилое	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	Отсутствует	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
65	ул. Куваева, д. 49, Певек	1989	Не имеется	Нет	4	5	3 138.50	586.40	393.40	жилое	Не имеется	Многоквартирный дом	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены
66	ул. Обручева, д. 38, Певек	1973	Нет	9	5	5 514.50	1 414.40	Многоквартирный дом	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Блочные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
67	ул. Пугачева, д. 40, Певек	1976	Не имеется	Нет	2	4	1 252.20	0.00	124.90	жилое	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
68	ул. Пугачева, д. 40/2, Певек	1982	Не имеется	Нет	2	5	621.20	68.70	106.70	жилое	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
69	ул. Пугачева, д. 40/3, Певек	1981	Не имеется	Нет	4	5	2 479.80	429.10	352.80	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
70	ул. Пугачева, д. 42, Певек	1978	Не имеется	Нет	4	4	2 582.70	0.00	244.80	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
71	ул. Пугачева, д. 42/1, Певек	1991	Не имеется	Нет	3	5	1 853.30	980.80	306.20	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
72	ул. Пугачева, д. 42/2, Певек	1994	Не имеется	Нет	3	5	3 233.10	459.20	398.80	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
73	ул. Пугачева, д. 44, Певек	1983	Не имеется	Нет	1	5	1 774.60	35.00	359.70	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
74	ул. Пугачева, д. 46, Певек	1980	Не имеется	Нет	4	5	2 487.20	527.60	369.20	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
75	ул. Пугачева, д. 48/1, Певек	1982	Не имеется	Нет	1	5	1 478.60	0.00	149.30	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
76	ул. Пугачева, д. 48/2, Певек	1981	Не имеется	Нет	2	5	1 921.30	0.00	279.70	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
77	ул. Пугачева, д. 50, Певек	1980	Не имеется	Нет	4	5	2 575.70	578.20	350.30	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
78	ул. Пугачева, д. 52, Певек	1981	Не имеется	Нет	4	5	2 558.10	540.80	352.00	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
79	ул. Пугачева, д. 54, Певек	1982	Не имеется	Нет	4	5	2 525.30	595.10	439.50	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
80	ул. Пугачева, д. 56, Певек	1984	Не имеется	Нет	6	5	5 763.80	0.00	671.00	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
81	ул. Пугачева, д. 58, Певек	1983	Не имеется	Нет	2	5	1 288.30	359.10	180.20	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
82	ул. Пугачева, д. 60, Певек	1988	Не имеется	Нет	4	5	2 379.60	730.10	180.20	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
83	ул. Советская, д. 18, Певек	1972	Не имеется	Нет	2	5	1 112.40	455.70	120.70	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
84	ул. Советская, д. 30, Певек	1973	Не имеется	Нет	2	5	1 413.60	349.00	143.80	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены
85	ул. Строителей, д. 2, Певек	1989	Нет	2	5	2 140.60	0.00	Многоквартирный дом	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Мусоропровод	Перекрытия	Фундамент
86	ул. Чемоданова, д. 30, Певек	1979	Не имеется	Нет	2	5	1 628.60	292.10	199.20	жилое	Не имеется	Многоквартирный дом	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Отсутствует	Железобетонные	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены
87	ул. Южная, д. 21, Певек	1989	Нет	1	5	1 109.70	290.90	Многоквартирный дом	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные
